timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-05-26T06:26:38,codecarbon,c72156a2-0168-42dc-ab02-0e36eed51298,11.638066053390505,7.866837920458925e-08,6.759574902195273e-09,7.5,0.0,2.7474846839904785,2.423480898141861e-05,0,8.857805110485135e-06,3.3092614091903746e-05,Canada,CAN,quebec,,,Windows-10-10.0.22621-SP0,3.9.13,2.4.2,8,AMD Ryzen 3 5300U with Radeon Graphics,,,-71.2,46.8,7.326625823974609,machine,N,1.0
2024-05-26T06:33:50,codecarbon,e1d6a18d-30db-41d1-89c7-bf606f671650,8.066558361053467,5.455007559555604e-08,6.7624968609824795e-09,7.5,0.0,2.7474846839904785,1.6801241040229796e-05,0,6.145775519920751e-06,2.2947016560150548e-05,Canada,CAN,quebec,,,Windows-10-10.0.22621-SP0,3.9.13,2.4.2,8,AMD Ryzen 3 5300U with Radeon Graphics,,,-71.2,46.8,7.326625823974609,machine,N,1.0
2024-05-26T06:34:24,codecarbon,89be24ba-7e65-4916-81fd-47dee771b9c6,6.944458484649658,4.696186102818697e-08,6.762494315718579e-09,7.5,0.0,2.7474846839904785,1.4465588331222534e-05,0,5.289372426285297e-06,1.975496075750783e-05,Canada,CAN,quebec,,,Windows-10-10.0.22621-SP0,3.9.13,2.4.2,8,AMD Ryzen 3 5300U with Radeon Graphics,,,-71.2,46.8,7.326625823974609,machine,N,1.0
